date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,price
2014-08-19,2,3.75,1634,2333.1858574446255,2,0,4,4,6,1973,0,47.749597015933105,-122.11562814530085,627513
2014-08-20,3,1.25,2108,3047.81379685169,1,1,3,1,8,1962,1990,47.671554498667135,-122.27847714970545,768108
2014-08-21,2,1.5,2022,3725.3746923341164,2,0,4,2,12,1951,2008,47.67516694701161,-122.19620690486244,732686
2014-08-22,3,3.75,1674,2730.844781723501,2,0,0,1,7,1970,0,47.56293262413373,-122.10113033178415,621332
2014-08-23,5,2.75,3071,4450.0207552864695,1,0,0,4,7,1968,2002,47.522232624790114,-122.21497467667449,1046009
2014-08-24,5,3.0,2316,3910.0264337184694,1,0,0,3,6,1996,2012,47.6394174409242,-122.1594463108925,853154
2014-08-25,4,3.5,987,1749.8725723666334,1,0,0,3,9,1971,2002,47.68468358557671,-122.08410869527681,488982
2014-08-26,4,3.25,2093,2968.0816268282288,1,0,2,4,12,1982,2006,47.528513937598504,-122.31391174189345,854401
2014-08-27,4,2.5,1669,2554.9707603566494,2,1,4,3,12,1981,1996,47.785160342358445,-122.37362844425701,776626
2014-08-28,2,1.5,2426,3147.7565299483476,1,0,1,4,10,2013,2009,47.79412430806984,-122.18727059567568,922636
2014-08-29,5,3.5,1603,2155.905925843274,2,0,4,3,6,1988,1995,47.66363700861775,-122.37514969171197,684413
2014-08-30,3,3.5,1942,3388.5846979199973,1,0,2,3,7,1991,0,47.78502074658202,-122.0933770822533,773094
2014-08-31,4,2.5,2252,3029.2793272084414,1,0,0,3,7,1958,2001,47.553833571274254,-122.11231542094649,772658
2014-09-01,3,3.0,2432,3940.1578792626324,2,0,2,2,6,1974,1993,47.507626205553855,-122.04731493141388,845644
2014-09-02,3,1.0,1399,2472.3645761197467,2,0,3,2,9,1951,2014,47.51182286058712,-122.14417516078642,505693
2014-09-03,4,2.75,1832,2355.0388184876565,1,0,3,4,10,1968,2005,47.676253743828035,-122.37312097169905,731741
2014-09-04,5,1.0,1762,2914.0833047889023,2,0,4,2,8,1969,2001,47.518492565031046,-122.29873914980416,667907
2014-09-05,4,1.75,1673,2350.983629705905,2,0,4,4,6,1966,0,47.78756368204722,-122.07682726217492,609173
2014-09-06,3,2.75,2882,5678.524203547764,2,1,1,1,10,1952,2011,47.542579963227816,-122.33314703307457,1078536
2014-09-07,4,3.25,2202,3494.2140112618195,2,0,1,1,12,2000,2005,47.59141684181589,-122.12060781287404,854907
2014-09-08,3,1.5,1369,2525.523040513753,2,0,3,2,10,1975,0,47.7467553405995,-122.0878962676318,570271
2014-09-09,3,1.0,2458,4031.565472496073,2,0,0,1,11,2005,1997,47.56562209693123,-122.2679552808579,905735
2014-09-10,4,1.25,3061,3779.508610454881,2,0,2,1,7,2013,1996,47.572890537536374,-122.27108101063884,1091892
2014-09-11,2,1.0,2516,4293.607088795648,2,0,1,3,8,1957,2004,47.6926926867373,-122.17687892751634,874482
2014-09-12,4,2.75,1240,2431.792115469004,1,0,1,3,6,1986,1993,47.58282582654678,-122.05548546689809,497736
2014-09-13,2,2.0,1757,2954.025574397683,2,0,0,4,7,1976,2010,47.56523429020231,-122.31043751923461,660798
2014-09-14,3,1.5,2633,4885.13941349659,1,0,0,1,11,1994,1996,47.5762533142917,-122.02349672158304,916195
2014-09-15,3,3.75,1646,3139.5230709371835,2,0,4,4,11,1953,2010,47.64719424980222,-122.16035252607196,706064
2014-09-16,2,1.75,2221,3070.452138798863,2,0,2,4,7,1986,2002,47.78982996181944,-122.00314941145909,828077
2014-09-17,3,3.25,2387,3269.3208262887497,2,0,0,1,9,1982,1996,47.749671382468364,-122.36415451040187,795768
2014-09-18,2,1.5,1536,2593.9734391000984,2,0,1,2,10,1980,1995,47.58538307936805,-122.3493751453973,602592
2014-09-19,2,3.75,1970,3011.780868415367,1,0,1,1,6,2004,1997,47.60901196254943,-122.06934327851461,743915
2014-09-20,3,1.5,379,709.4459470291896,1,0,3,3,6,1961,1996,47.63935367515122,-122.05409764175846,223636
2014-09-21,5,3.0,1487,2855.067507594274,2,0,0,1,6,1960,0,47.79367889410509,-122.22181652465163,595331
2014-09-22,2,1.5,1873,2777.166594747193,1,0,4,2,7,1981,2008,47.55171714050071,-122.11437152954306,685127
2014-09-23,4,1.75,1376,1911.9471113191098,2,0,2,4,12,2006,2004,47.60724493104756,-122.05297708502178,611359
2014-09-24,4,3.25,2816,5137.567880741372,2,1,4,4,9,1987,2010,47.71882782819481,-122.38274888471247,1112132
2014-09-25,3,2.75,1284,1823.0807597150454,1,0,1,3,8,2009,1990,47.78918312028068,-122.1704198308027,582936
2014-09-26,5,3.5,1779,3305.544698108667,1,1,4,3,11,1968,0,47.54670256382927,-122.05860773338941,810372
2014-09-27,3,2.5,2065,3178.0155950277563,2,0,1,3,7,2005,0,47.5682139862583,-122.2407380221661,772686
2014-09-28,5,1.75,2720,4716.58858085824,2,0,1,4,12,1963,0,47.56770840231713,-122.27904655755503,980665
2014-09-29,2,3.5,1282,1636.3810178688357,1,0,1,3,8,1982,0,47.50627960884762,-122.08171732596206,483961
2014-09-30,2,3.0,2581,4385.344733592188,2,0,1,1,11,1959,1992,47.68123468749428,-122.26568536659887,940017
2014-10-01,2,3.75,2005,3130.6353566945154,1,0,1,4,11,2013,2009,47.70121092224377,-122.3987302807262,829856
2014-10-02,2,2.25,1509,2518.9537367454323,2,0,3,2,9,2013,1997,47.680757767037576,-122.01617096494837,635603
2014-10-03,4,2.75,2231,2977.071757983032,2,1,4,4,10,2011,2011,47.521396896823845,-122.1631507054596,952255
2014-10-04,4,1.0,2099,3756.158392510271,1,0,3,1,6,1992,0,47.52076903772369,-122.07219283251597,740735
2014-10-05,3,2.0,1699,3211.5137877967563,1,0,3,1,8,2008,0,47.563115966348235,-122.06987937506291,700062
2014-10-06,5,2.0,2034,2793.47900270771,1,0,0,3,7,2001,0,47.58708835470967,-122.37343583185091,748882
2014-10-07,2,1.0,1807,2306.7649614599454,2,0,0,4,8,1968,2002,47.73596309677301,-122.33165592024542,632113
2014-10-08,2,3.0,2056,2506.080746329014,2,0,0,4,10,1970,0,47.54781707972467,-122.27555172769614,764385
2014-10-09,5,3.25,2331,3994.3484540266027,2,0,2,4,6,1971,1999,47.513227664919256,-122.27172028598348,865589
2014-10-10,5,1.5,2793,4708.090914236772,2,1,0,2,8,1958,0,47.618196252313915,-122.13648555292764,1009665
2014-10-11,3,3.0,1381,2261.1913015665045,1,0,4,3,10,1958,1990,47.62491765104257,-122.15074683169892,595796
2014-10-12,5,2.0,3066,4248.119837353265,2,0,3,1,7,1976,2001,47.63527220145669,-122.20216408879608,1089742
2014-10-13,2,1.75,1023,1547.5174670490733,2,0,4,1,9,1966,2009,47.74807106320809,-122.3154945070765,462902
2014-10-14,2,1.25,1924,3223.8179751185576,2,0,0,3,12,1993,2007,47.52940162446128,-122.24720661212388,748008
2014-10-15,2,1.25,2294,3664.4665393783475,1,0,2,1,11,1994,1999,47.71118262472659,-122.18256241261393,865980
2014-10-16,2,3.5,2140,4259.088810607887,2,0,2,1,7,1957,2000,47.601383671313585,-122.21280585355842,747005
2014-10-17,2,1.25,1688,2209.8482418526123,2,0,3,3,6,1967,0,47.59299404093064,-122.34908298676197,590206
2014-10-18,3,1.75,1895,3327.839143936152,1,0,4,1,11,1982,1990,47.779762937825794,-122.14019580259924,757682
2014-10-19,2,1.75,1753,2670.6166403894595,2,0,1,4,12,1950,2012,47.57454055732502,-122.37077928927575,671186
2014-10-20,3,3.5,1705,2630.0642747585384,2,1,4,2,7,1955,1998,47.69275955060181,-122.24872212676757,750948
2014-10-21,2,2.75,2424,4300.365587164336,1,0,0,3,7,1990,2004,47.58253832721282,-122.11598826092991,837185
2014-10-22,4,1.0,2178,3820.1007500675814,2,0,1,2,7,2004,0,47.652143164792115,-122.39199058619212,809973
2014-10-23,4,2.0,1653,3294.436926071774,2,0,2,1,7,1954,1996,47.73588786777888,-122.17200687238187,608521
2014-10-24,4,3.75,2449,3190.350091898522,2,0,3,1,11,2008,0,47.76451675705488,-122.26619161034269,1006360
2014-10-25,4,3.5,2153,2762.918460099288,1,0,3,4,6,1967,2000,47.751609172088514,-122.3964672626309,838646
2014-10-26,3,3.25,2406,4281.4073552094005,2,0,2,3,12,1998,2009,47.674654220843394,-122.32384669157561,913589
2014-10-27,3,3.5,2314,3847.5098607622645,2,0,0,1,10,2014,0,47.57464489460146,-122.02362152269174,884173
2014-10-28,5,2.25,1585,2249.635725197834,1,0,2,3,8,2003,0,47.69837001497856,-122.19154043779797,610245
2014-10-29,2,1.75,1719,2172.017516233654,1,0,0,3,9,2010,2005,47.71297151373388,-122.00110911814835,633153
2014-10-30,4,3.75,2373,3010.2136210338635,2,0,1,3,12,1957,2012,47.50320759703405,-122.1900732998541,872599
2014-10-31,3,3.0,2305,4414.887972880634,2,0,2,3,8,1952,1992,47.631763153279564,-122.1824254350839,840981
2014-11-01,2,2.25,1989,2692.099287092464,2,0,0,3,8,1974,0,47.752978612846526,-122.24326279482686,713189
2014-11-02,2,2.5,2058,3001.9989398669936,2,0,1,2,9,2004,1990,47.64687627887291,-122.27598383250744,804924
2014-11-03,3,3.75,2638,3643.9356712598355,1,0,2,4,12,1989,1998,47.593412632649,-122.29938177874682,1023808
2014-11-04,4,1.5,1704,2528.730964110097,2,0,3,3,11,1999,0,47.7615393313074,-122.26263175354774,722401
2014-11-05,5,1.0,2273,2853.840315649496,1,1,2,2,6,1982,0,47.54676420925894,-122.21605956763983,856137
2014-11-06,2,3.25,1898,3065.7403865151177,1,0,4,1,9,1967,2007,47.56193356972486,-122.32320321990768,737532
2014-11-07,5,2.25,1891,2371.4842862023024,2,1,2,3,6,2006,2012,47.70621171008084,-122.31004996327772,817441
2014-11-08,4,3.75,2549,4690.88699075136,2,0,4,1,11,1965,2007,47.60573078245797,-122.29138209253263,986195
2014-11-09,4,3.25,2412,3345.3708332543715,1,0,1,3,8,1987,2004,47.71390505072013,-122.22029604322766,904853
2014-11-10,5,2.75,2406,3926.6149332307623,1,0,2,2,6,1990,2011,47.547311086377846,-122.1388746532743,841444
2014-11-11,4,3.0,2652,5049.57579217039,2,1,1,2,11,1956,1991,47.57568072688025,-122.05754153988549,993098
2014-11-12,2,3.25,2010,3458.610809427888,1,0,1,2,11,2002,0,47.54699421350909,-122.28514726512515,808354
2014-11-13,5,3.75,2340,3805.6969764241,2,0,0,4,10,2012,2006,47.78587309406905,-122.32650866386344,916881
2014-11-14,4,2.5,1844,2691.257152595802,2,0,1,1,9,1981,2003,47.621621188255276,-122.24846101405979,693792
2014-11-15,5,1.75,2162,3170.360108825459,1,0,1,4,10,1987,1996,47.601165972973064,-122.04224676945125,839675
2014-11-16,2,1.25,1934,3356.6302170826393,1,0,2,3,8,1971,1991,47.50426064685123,-122.39605570866514,694976
2014-11-17,4,2.0,2048,4086.397929424761,2,0,2,1,9,1965,2001,47.54602527382327,-122.1288525535769,761261
2014-11-18,2,1.25,2297,3972.595695267218,1,0,3,2,8,2001,2004,47.62634075687275,-122.20913598143537,874032
2014-11-19,4,3.25,1590,2617.5005068946716,2,0,0,1,10,1978,0,47.520550837771566,-122.33558151401573,670498
2014-11-20,3,1.75,3046,5435.649163350995,2,0,1,2,12,1965,0,47.65322179885187,-122.27159138949021,1061293
2014-11-21,4,3.5,1496,2351.958076781154,2,0,0,4,11,1966,2000,47.63650463153933,-122.31001998244919,641747
2014-11-22,5,1.25,1392,1737.3745127202344,1,0,4,4,8,2013,1995,47.7301504421033,-122.04886713284395,579575
2014-11-23,4,2.5,2579,4254.930790519304,2,0,1,2,9,1962,0,47.69794081042009,-122.20725064642201,935067
2014-11-24,2,1.75,2395,4708.810045112309,2,0,0,2,9,2005,1993,47.63378419159617,-122.174762288851,848018
2014-11-25,2,1.5,2312,3098.640322184727,2,0,3,3,8,1954,2007,47.56739821003152,-122.16252495226519,781057
2014-11-26,4,1.75,2314,4054.137053887216,2,0,3,4,9,1961,2008,47.71805906980534,-122.14415315015906,815744
2014-11-27,5,2.0,1993,2711.9686731979996,2,0,1,4,11,1990,2010,47.71235863103626,-122.20177772384963,760648
2014-11-28,3,1.5,1551,2526.0549908941994,2,0,4,3,12,1952,1996,47.545988848154614,-122.39285058766548,661406
2014-11-29,5,2.5,2037,2601.943942344294,2,0,3,4,11,1982,0,47.77442554942762,-122.26611092523414,833222
2014-11-30,3,3.0,1661,2591.652900099876,2,0,3,2,9,1999,2009,47.51932153480451,-122.32645070371161,686982
2014-12-01,2,1.5,2487,4488.862559169981,2,0,4,1,8,2005,0,47.51651131266782,-122.12794286283533,930697
2014-12-02,5,2.0,1926,2846.7382045474237,2,0,0,1,10,1958,1999,47.556205125298725,-122.37731813945199,713900
2014-12-03,3,2.25,1587,2748.5719254089718,2,1,3,4,9,1999,2013,47.77283823941463,-122.17447864355535,725322
2014-12-04,4,1.75,1839,3377.0659823138494,1,0,2,3,9,1978,2010,47.65599943721107,-122.31574731109028,701303
2014-12-05,2,3.0,2206,4283.483415817338,2,0,3,2,9,1988,2006,47.736382276201866,-122.02046166461318,842400
2014-12-06,4,2.5,1718,2384.0920773021353,2,0,0,1,9,1994,2007,47.56835295642295,-122.26578362312539,668736
2014-12-07,2,1.0,1588,2412.8909394441453,2,1,0,2,8,1966,0,47.64706659239612,-122.26991152345015,592203
2014-12-08,5,3.5,2121,2803.8194914190526,1,0,1,4,10,2005,2000,47.607486839087166,-122.03064613280371,869681
2014-12-09,5,2.25,2122,4231.239993264057,2,0,2,4,10,1995,2003,47.74834858211985,-122.23306083187835,859445
2014-12-10,2,2.0,1746,3390.0349519966558,1,0,0,1,6,1963,2010,47.506781331807765,-122.01485506632571,593517
2014-12-11,2,3.25,1764,2878.7875022519256,2,0,4,4,9,1972,2014,47.57315281898983,-122.3903318591466,679439
2014-12-12,2,3.75,2116,3964.593960720406,2,0,2,3,9,2010,0,47.545772267290715,-122.27746216991915,880474
2014-12-13,5,1.5,1275,2061.377136817483,1,0,2,4,6,1972,2000,47.757756711616466,-122.13352281589343,512733
2014-12-14,3,1.5,1296,2201.7336413212615,2,0,4,4,10,1976,1991,47.640263154908126,-122.04365721418894,573542
2014-12-15,4,2.25,1640,2084.931254936214,1,0,3,4,7,2003,2008,47.62126601316796,-122.29743776279669,648523
2014-12-16,4,3.75,1893,3415.381524800366,1,0,4,2,11,1959,1996,47.63484482863032,-122.02780896321454,802454
2014-12-17,5,3.0,2155,2806.1780457871446,2,0,4,2,7,1965,1992,47.7915773652107,-122.16235141340033,853857
2014-12-18,4,3.0,2737,5093.157683200937,2,1,3,1,10,1990,2007,47.755080218300776,-122.07959670272083,1051939
2014-12-19,2,2.5,2428,4432.611357490958,2,0,3,1,12,2004,2005,47.71191063155509,-122.24111707827724,947852
2014-12-20,3,3.25,1920,3392.631855733212,2,0,3,1,9,2010,1994,47.587143687766975,-122.31512784697325,791141
2014-12-21,4,3.25,1990,2445.5673257954213,1,0,3,4,7,1998,2013,47.54955189985554,-122.03550583382092,836518
2014-12-22,3,2.0,1498,2160.869021764882,1,0,3,2,8,2001,0,47.776430088707336,-122.02674565263752,644272
2014-12-23,2,1.75,1990,2806.875211298062,2,1,4,3,8,1951,1994,47.62692265683894,-122.20096994233835,745234
2014-12-24,4,1.75,1855,2760.4424286877343,1,0,1,4,6,1999,1990,47.58362673984059,-122.3974019936003,682188
2014-12-25,5,2.0,2161,2744.716780605324,1,0,1,4,10,1992,0,47.64127624792529,-122.35608681853185,807440
2014-12-26,3,3.0,1586,3092.0120858618125,2,0,0,4,10,1957,0,47.775354226846105,-122.17078881590731,615233
2014-12-27,2,2.25,2259,3711.6314094154063,1,0,1,3,7,2008,1993,47.616120194017384,-122.39048931907925,855894
2014-12-28,3,1.75,2766,3995.264194624074,1,0,1,1,9,2014,2002,47.66879229917443,-122.24123523040532,1007233
2014-12-29,4,1.0,1945,2951.703240567585,2,0,4,3,10,1961,1992,47.74088989033257,-122.2786520217712,759523
2014-12-30,4,2.0,2200,3427.0764712885107,1,0,3,1,7,1953,1995,47.628139759314514,-122.11426068983911,774713
2014-12-31,5,2.5,2345,3940.714969384518,2,1,3,3,7,1990,2006,47.57006254057791,-122.37776853082083,950916
2015-01-01,2,1.0,1799,2900.9658323408,1,1,4,2,11,1956,0,47.79835772451491,-122.20450749240909,716261
2015-01-02,2,2.0,2112,4087.8046779430792,2,0,1,4,11,1979,2007,47.78697125723564,-122.16835429204976,759784
2015-01-03,5,1.75,2006,3204.7269973672765,1,0,4,4,10,1955,1997,47.75304375073765,-122.15308356957895,786667
2015-01-04,5,2.25,2048,4083.1516914865156,1,0,0,4,7,1968,1991,47.70651216381577,-122.23793693119323,740952
2015-01-05,2,2.75,1613,3034.2787654742715,2,0,3,1,6,1959,0,47.58845968842091,-122.27825288662818,572206
2015-01-06,3,2.25,2012,2750.018523909568,2,0,2,3,6,1965,2000,47.77402388144921,-122.12700278650514,755257
2015-01-07,3,1.5,2248,4371.182434015619,2,0,0,2,11,1986,0,47.58266700103637,-122.060972380759,807570
2015-01-08,5,2.0,2725,3523.678747390338,2,0,0,3,10,1981,2000,47.74024284840305,-122.12255294488685,1000682
2015-01-09,3,1.5,2479,4595.966261879731,1,0,4,4,9,1996,0,47.77547745038239,-122.02715905381712,909949
2015-01-10,2,1.25,3076,4627.837800587168,1,0,1,2,12,1992,1995,47.680901152128975,-122.11309458985683,1119421
2015-01-11,4,2.75,1616,3074.245201471386,1,0,3,2,6,1985,1991,47.74091686536735,-122.09415250639455,641298
2015-01-12,4,2.75,2436,4614.8688776814,2,0,2,4,6,1975,0,47.737508529760525,-122.33283872135917,833557
2015-01-13,3,1.5,2091,3857.3520093167563,1,0,0,3,11,1959,2010,47.55794732533629,-122.23218414218933,770000
2015-01-14,5,1.25,3094,5668.283335947239,1,0,2,4,11,1980,1996,47.70037734207882,-122.20597786761762,1142740
2015-01-15,5,3.5,1595,2302.7705814891,2,0,1,3,10,1978,2004,47.528040381071335,-122.29748273508216,670447
2015-01-16,5,1.5,1580,1998.281973776783,2,0,1,2,11,1954,2004,47.652355042941245,-122.18858405585749,644077
2015-01-17,5,3.0,1700,2588.05304312062,1,0,2,2,8,1950,1999,47.54867066444217,-122.28368322231127,662588
2015-01-18,5,3.5,938,1255.812796045876,2,0,3,4,12,1952,2000,47.62490484963893,-122.12499916287824,488245
2015-01-19,3,3.0,1737,3050.1040331388604,1,0,1,2,7,1984,2009,47.74989462240953,-122.21188460931873,681915
2015-01-20,4,2.0,1620,2392.54524559297,1,0,2,1,6,1964,2007,47.79615035188906,-122.21647721829238,588999
2015-01-21,4,2.75,2075,4109.512933427459,2,0,0,2,8,1979,1991,47.59538794949788,-122.00654298758687,773399
2015-01-22,3,1.0,2170,3716.727526271496,1,0,2,1,9,1992,0,47.65958670963495,-122.24302206058297,798147
2015-01-23,5,3.0,2938,5458.758316766202,2,0,2,2,8,2009,0,47.653389407311145,-122.25508182696417,1089821
2015-01-24,3,2.75,2475,3232.3988520288594,2,0,4,4,10,1989,0,47.78632045294932,-122.27255825148694,927241
2015-01-25,4,2.5,1711,3233.1254233347654,1,1,1,4,9,2014,0,47.64357511972983,-122.04210031160969,790992
2015-01-26,2,2.25,1550,3004.218916236609,1,1,3,1,9,1978,1997,47.70973186161991,-122.20131046956074,696994
2015-01-27,3,2.25,2245,3568.763206198809,1,0,3,4,11,1968,2012,47.776536769932555,-122.15999420900775,870058
2015-01-28,5,2.25,1339,2256.218146918847,2,0,4,2,8,1952,1991,47.61201356786105,-122.32767260839904,596114
2015-01-29,4,3.5,2915,5281.536455705786,1,0,3,2,10,1985,2000,47.77063667147361,-122.18362305599803,1088375
2015-01-30,4,3.0,2589,3468.9257647817662,2,0,2,4,6,1992,2009,47.775236866567305,-122.29014072285261,936274
2015-01-31,4,3.25,1765,2827.6232999663807,2,1,4,2,12,1964,1998,47.77919875119014,-122.10774523149485,780469
2015-02-01,4,3.5,1143,1736.1374725950031,1,0,0,3,11,1990,2009,47.581133855641426,-122.06698866048305,526331
2015-02-02,5,1.0,2676,3524.557442420943,2,0,1,3,8,1985,2000,47.62010667828098,-122.1140757231475,932519
2015-02-03,2,3.75,1942,2901.401478472123,1,0,1,2,6,1982,2004,47.76111877246771,-122.1079023334919,705287
2015-02-04,4,2.25,2618,3284.3800847769776,1,1,1,4,8,1954,2001,47.607748547284125,-122.1950101183522,963679
2015-02-05,3,3.0,1202,1467.2207297226266,1,0,2,1,11,1963,1994,47.68007590988005,-122.11515277746635,551880
2015-02-06,2,1.25,1700,2223.826153250559,1,0,0,4,6,1996,1994,47.53541635217802,-122.23092522579674,627477
2015-02-07,4,2.25,2002,3944.925162721221,1,0,4,1,11,2003,1992,47.516882496433375,-122.13940433858815,808919
2015-02-08,2,3.25,2023,3316.9586008924953,1,0,4,4,8,1953,1996,47.62359819684765,-122.2963843159518,767432
2015-02-09,3,3.0,1774,3499.4948111086496,1,0,1,2,9,1958,1998,47.67367495977781,-122.3720971950752,693077
2015-02-10,4,3.5,2311,3572.802077456748,2,0,0,3,12,2002,2009,47.61780973400768,-122.23461069435122,912715
2015-02-11,3,2.0,1466,2124.8979608823925,1,1,0,4,7,2009,2000,47.67332073104825,-122.21528873768781,657755
2015-02-12,5,2.25,1928,3094.2732092447927,2,1,0,1,12,1995,0,47.65452531285153,-122.29743713672453,844666
2015-02-13,4,1.0,2060,3196.315262867036,2,0,3,3,9,2003,2003,47.70571216878582,-122.10891619263711,780708
2015-02-14,4,2.75,2257,2899.1881539030046,2,0,3,1,11,1986,2003,47.69485972931962,-122.37057980840949,938184
2015-02-15,4,2.5,2355,4033.3167768763487,1,0,1,2,12,1972,2014,47.62727371096197,-122.31090067024833,876687
2015-02-16,4,3.0,1437,1972.7574946130358,2,0,0,3,11,1976,2014,47.62749857212596,-122.10057411261855,631248
2015-02-17,5,2.75,1232,2089.065888347301,2,0,0,1,11,2010,1993,47.54223350200367,-122.225150290504,609274
2015-02-18,4,3.5,2638,4537.7843853970635,1,0,4,4,6,2000,0,47.65397157162894,-122.11788655038427,954419
2015-02-19,2,3.75,2166,2862.6286655013214,1,0,4,2,10,1999,2009,47.67615373844071,-122.17300564888656,873629
2015-02-20,4,2.5,1625,2029.7545152438684,2,0,1,2,11,1968,1991,47.642946819206145,-122.01971490000105,681178
2015-02-21,5,1.0,2775,5063.290721071937,1,0,0,2,12,1950,2003,47.5977122005261,-122.16088166691087,947807
2015-02-22,4,1.75,2057,3225.0475773547932,1,0,1,4,12,1989,1998,47.71649456327552,-122.39405241026179,809342
2015-02-23,2,2.25,2589,3227.2688532509414,1,0,4,4,12,1981,2007,47.52239849339357,-122.25884905979827,996303
2015-02-24,5,1.75,2033,4057.6505782449094,1,0,4,3,9,1971,0,47.77433211092621,-122.34277572711812,803294
2015-02-25,5,3.5,3030,3776.0600798551927,2,0,3,4,7,1989,0,47.50619303186374,-122.03014652896091,1092558
2015-02-26,2,3.0,2877,5052.093082740846,1,0,1,3,11,1987,0,47.78870504003148,-122.35839501828598,1060987
2015-02-27,2,2.5,1875,3725.5183878951207,1,0,1,2,11,1997,2001,47.6387066802804,-122.24491733474757,768110
2015-02-28,2,1.75,2485,3457.49004718126,1,0,0,3,11,2004,1993,47.623800983201065,-122.30956032254933,915574
2015-03-01,2,1.75,2322,3050.6424272733357,2,0,0,1,6,2004,1998,47.57693320523896,-122.06131120384131,803670
2015-03-02,2,3.25,2684,3481.4377419278394,2,0,3,2,11,2000,2009,47.503021340449685,-122.27657340096444,1000632
2015-03-03,5,2.0,1517,2188.454719088034,1,0,2,2,9,2009,1991,47.58243707932654,-122.00324260674294,666650
2015-03-04,5,1.0,2343,3001.000268158356,1,0,2,3,8,1957,2003,47.5328199776381,-122.38455335775511,859190
2015-03-05,4,2.75,2529,4435.180826515568,2,0,2,2,10,1958,2014,47.697946252808016,-122.34868929101498,925006
2015-03-06,4,1.0,1120,1399.8134511245362,1,0,1,4,12,1951,2003,47.595722491696215,-122.31014448942837,459818
2015-03-07,3,3.25,1408,2263.413085147923,1,0,1,1,11,2008,1994,47.730153798521094,-122.07555758391993,650648
2015-03-08,4,3.5,980,1957.4103334207339,2,0,4,3,6,1968,2008,47.562074856203836,-122.04859311637439,467990
2015-03-09,4,2.0,1865,3452.44364210298,1,0,1,3,9,1977,1996,47.77007045722963,-122.37141944775624,721818
2015-03-10,2,3.75,2358,3990.1499482789786,1,0,1,2,11,1963,2003,47.656894454531745,-122.3870159432951,861144
2015-03-11,2,1.5,2751,3975.202968627175,2,0,1,4,6,1973,2011,47.534351858940695,-122.10217725715817,913402
2015-03-12,4,3.5,2037,3461.1006548208543,2,0,3,2,8,1993,2000,47.62025357069604,-122.34665919729856,806000
2015-03-13,3,2.25,2814,4563.27574355791,1,0,1,2,7,2005,0,47.56202815722093,-122.34680056517016,997933
2015-03-14,2,2.75,1309,2016.994519609997,2,0,0,3,11,2000,2014,47.559905627850455,-122.39105338620223,567162
2015-03-15,4,2.0,1148,1497.6444099981993,1,0,0,2,9,1981,2009,47.65191092129566,-122.38007684896664,502248
2015-03-16,4,1.75,1972,3765.1068099633603,1,0,4,1,6,1999,2006,47.70156760469091,-122.2945298165618,749422
2015-03-17,5,1.5,2192,3419.142360173071,1,0,3,2,6,1990,1998,47.77348546165103,-122.37399780423569,825050
2015-03-18,3,1.75,1983,2688.3491527524616,2,0,0,2,11,1974,2005,47.650648603229094,-122.2524483633363,759225
2015-03-19,5,1.0,966,1443.4044263579694,2,0,3,3,6,2010,2002,47.78975163251749,-122.06688998750906,471430
2015-03-20,3,1.0,1955,2993.6989329552416,1,0,3,2,7,1991,0,47.78249045562201,-122.26947189707137,735840
2015-03-21,2,3.25,1347,2508.1548362628637,1,0,4,4,6,2014,2012,47.759518758995306,-122.10886633496825,582220
2015-03-22,3,1.0,2334,4170.60477138425,2,0,3,3,12,1985,2014,47.649993179488725,-122.3624360140676,904052
2015-03-23,4,1.0,2183,3963.114066255236,2,0,1,2,10,1958,2011,47.54227118310639,-122.1362499250322,792566
2015-03-24,4,3.75,1530,1849.5022676606643,2,0,3,1,12,1985,1993,47.565371340944615,-122.27330112669704,684055
2015-03-25,3,1.75,1743,2671.8851350618593,1,1,4,1,10,1987,1993,47.69430100081359,-122.10009884852118,723009
2015-03-26,3,2.5,1470,2330.0607223231405,2,0,4,3,6,1982,2005,47.626526494085255,-122.34549919437745,566636
2015-03-27,3,1.25,1968,2391.8163206302206,2,0,4,3,11,1991,2005,47.544040489526196,-122.0408466488942,745982
2015-03-28,5,1.75,2477,3487.2458544491597,1,0,0,2,10,2010,1992,47.64369818009179,-122.30296911884083,942872
2015-03-29,3,2.0,1507,2725.005410756046,1,0,1,4,9,1995,1994,47.50522916365061,-122.25874488268754,605604
2015-03-30,2,2.5,2252,2949.4168458413646,1,1,0,2,10,2010,2008,47.72016861126988,-122.01992771567278,899844
2015-03-31,5,2.75,1734,2823.382214351035,2,0,2,1,12,1967,0,47.52207438834691,-122.16860705610766,714841
2015-04-01,5,2.25,1603,2199.574880674905,1,1,1,4,6,1964,1991,47.688734085973636,-122.2536913924148,665283
2015-04-02,3,1.25,1946,2354.0696219656134,1,0,3,4,11,1997,0,47.73790309228768,-122.02015914118655,776768
2015-04-03,2,2.5,1482,2064.3684481300165,1,0,4,4,8,1962,2001,47.53979316233619,-122.26836903324399,589958
2015-04-04,5,2.5,1723,3412.744383768018,1,0,2,2,11,1992,0,47.6555916071998,-122.36205171492993,723468
2015-04-05,4,3.5,1401,2579.562794998455,2,0,1,1,11,2009,1990,47.73372025430784,-122.00126044485623,654667
2015-04-06,5,2.5,2982,5867.566042692258,1,0,0,3,11,2006,0,47.5781900364271,-122.29286203177644,1120935
